Source,Study,ControlSite,ControlID,Group,SpeciesCode,SpeciesName,Continent,Country,Longitude,Latitude,LocationUncertainty,StudyYear,YearsInStudy,InfraN,ControlN,InfraD,ControlD,InfraAbundance_original,ControlAbundance_original,AbundanceUnit,InfraSD_original,ControlSD_original,SDEstimate,InfraA,ControlA,InfraSD,ControlSD,MaxDist,Dist,MinDist,MaxCDist,CDist,MinCDist,Habitat,InfraType,StudyQualityA,StudyQualityB,Note
Bayne et al. 2016,49a,49a,49ab281,Birds,b281,Melopsiza georgiana,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.4167,0.0833,Sightings,NA,0.2887,NA,0.4167,0.0833,NA,0.2887,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab281,Birds,b281,Melopsiza georgiana,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab279,Birds,b279,Oreothlypis peregrina,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,22.6667,16.8333,Sightings,NA,NA,NA,22.6667,16.8333,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab279,Birds,b279,Oreothlypis peregrina,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,16.8333,16.8333,Sightings,NA,NA,NA,16.8333,16.8333,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab298,Birds,b298,Vireo gilvus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.8333,1.5833,Sightings,NA,NA,NA,0.8333,1.5833,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab298,Birds,b298,Vireo gilvus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.5833,1.5833,Sightings,NA,NA,NA,1.5833,1.5833,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab287,Birds,b287,Piranga ludoviciana,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.5833,2,Sightings,NA,NA,NA,0.5833,2,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab287,Birds,b287,Piranga ludoviciana,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,2,2,Sightings,NA,NA,NA,2,2,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab218 ,Birds,b218,Zonotrichia albicollis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,6,10.0833,Sightings,NA,NA,NA,6,10.0833,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab218 ,Birds,b218,Zonotrichia albicollis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,10.0833,10.0833,Sightings,NA,NA,NA,10.0833,10.0833,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab280,Birds,b280,Loxia leucoptera,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,24.25,35.6667,Sightings,NA,NA,NA,24.25,35.6667,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab280,Birds,b280,Loxia leucoptera,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,35.6667,35.6667,Sightings,NA,NA,NA,35.6667,35.6667,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab272,Birds,b272,Cardellina pusilla,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.6667,0.0833,Sightings,NA,0.2887,NA,0.6667,0.0833,NA,0.2887,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab272,Birds,b272,Cardellina pusilla,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab36,Birds,b36,Troglodytes hiemalis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.5833,1.1667,Sightings,NA,NA,NA,0.5833,1.1667,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab36,Birds,b36,Troglodytes hiemalis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.1667,1.1667,Sightings,NA,NA,NA,1.1667,1.1667,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab290,Birds,b290,Setophaga petechia,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.6667,0.9167,Sightings,NA,NA,NA,0.6667,0.9167,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab290,Birds,b290,Setophaga petechia,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.9167,0.9167,Sightings,NA,NA,NA,0.9167,0.9167,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab223,Birds,b223,Empidonax flaviventris,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.75,0.9167,Sightings,NA,NA,NA,1.75,0.9167,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab223,Birds,b223,Empidonax flaviventris,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.9167,0.9167,Sightings,NA,NA,NA,0.9167,0.9167,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab293,Birds,b293,Sphyrapicus varius,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.9167,3.8333,Sightings,NA,NA,NA,1.9167,3.8333,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab293,Birds,b293,Sphyrapicus varius,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,3.8333,3.8333,Sightings,NA,NA,NA,3.8333,3.8333,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab238,Birds,b238,Setophaga coronata,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,24.4167,20.25,Sightings,NA,NA,NA,24.4167,20.25,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49a,49a,49ab238,Birds,b238,Setophaga coronata,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,20.25,20.25,Sightings,NA,NA,NA,20.25,20.25,NA,NA,425,275,125,425,275,125,Boreal forest,Seismic line,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb291,Birds,b291,Setophaga ruticilla,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.4167,1.1667,Sightings,NA,NA,NA,0.4167,1.1667,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb291,Birds,b291,Setophaga ruticilla,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.1667,1.1667,Sightings,NA,NA,NA,1.1667,1.1667,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb219,Birds,b219,Turdus migratorius,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,2.0833,0.5,Sightings,NA,NA,NA,2.0833,0.5,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb219,Birds,b219,Turdus migratorius,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.5,0.5,Sightings,NA,NA,NA,0.5,0.5,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb286,Birds,b286,Picoides dorsalis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0,0.0833,Sightings,NA,0.2887,NA,0.0417,0.0833,0.1443,0.2887,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb286,Birds,b286,Picoides dorsalis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb288,Birds,b288,Setophaga castanea,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.4167,1.6667,Sightings,NA,NA,NA,0.4167,1.6667,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb288,Birds,b288,Setophaga castanea,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.6667,1.6667,Sightings,NA,NA,NA,1.6667,1.6667,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb282,Birds,b282,Mniotilita varia,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.9167,1.5,Sightings,NA,NA,NA,1.9167,1.5,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb282,Birds,b282,Mniotilita varia,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.5,1.5,Sightings,NA,NA,NA,1.5,1.5,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb237,Birds,b237,Poecile atricapillus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.4167,0.4167,Sightings,NA,NA,NA,0.4167,0.4167,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb237,Birds,b237,Poecile atricapillus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.4167,0.4167,Sightings,NA,NA,NA,0.4167,0.4167,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb241,Birds,b241,setophaga virens,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.6667,1,Sightings,NA,NA,NA,0.6667,1,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb241,Birds,b241,setophaga virens,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1,1,Sightings,NA,NA,NA,1,1,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb263,Birds,b263,Vireo solitarius,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.5833,1.3333,Sightings,NA,NA,NA,0.5833,1.3333,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb263,Birds,b263,Vireo solitarius,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.3333,1.3333,Sightings,NA,NA,NA,1.3333,1.3333,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb236,Birds,b236,Poecile hudsonicus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.25,1.3333,Sightings,NA,NA,NA,0.25,1.3333,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb236,Birds,b236,Poecile hudsonicus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.3333,1.3333,Sightings,NA,NA,NA,1.3333,1.3333,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb273,Birds,b273,Certhia americana,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.5833,Sightings,NA,NA,NA,0.0833,0.5833,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb273,Birds,b273,Certhia americana,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.5833,0.5833,Sightings,NA,NA,NA,0.5833,0.5833,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb271,Birds,b271,Cardellina canadensis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0,0.0833,Sightings,NA,0.2887,NA,0.0417,0.0833,0.1443,0.2887,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb271,Birds,b271,Cardellina canadensis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb292,Birds,b292,Setophaga tigrina,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0,0.25,Sightings,NA,NA,NA,0.0417,0.25,0.1443,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb292,Birds,b292,Setophaga tigrina,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.25,0.25,Sightings,NA,NA,NA,0.25,0.25,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb269,Birds,b269,Bombycilla cedrorum,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.3333,Sightings,NA,NA,NA,0.0833,0.3333,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb269,Birds,b269,Bombycilla cedrorum,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.3333,0.3333,Sightings,NA,NA,NA,0.3333,0.3333,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb265,Birds,b265,Spizella passerina,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,5.5,3.5,Sightings,NA,NA,NA,5.5,3.5,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb265,Birds,b265,Spizella passerina,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,3.5,3.5,Sightings,NA,NA,NA,3.5,3.5,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb294,Birds,b294,Spizella pallida,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.1667,0.0833,Sightings,NA,0.2887,NA,0.1667,0.0833,NA,0.2887,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb294,Birds,b294,Spizella pallida,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb109,Birds,b109,Corvus corax,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0,0.0833,Sightings,NA,0.2887,NA,0.0417,0.0833,0.1443,0.2887,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb109,Birds,b109,Corvus corax,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb277,Birds,b277,Geothlypis trichas,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0,Sightings,0.2887,NA,From data,0.0833,0.0417,0.2887,0.1443,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb277,Birds,b277,Geothlypis trichas,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0,0,Sightings,NA,NA,NA,0.0417,0.0417,0.1443,0.1443,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb284,Birds,b284,Oporornis agilis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.1667,0.1667,Sightings,NA,NA,NA,0.1667,0.1667,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb284,Birds,b284,Oporornis agilis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.1667,0.1667,Sightings,NA,NA,NA,0.1667,0.1667,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb226,Birds,b226,Junco hyemalis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.9167,2.25,Sightings,NA,NA,NA,1.9167,2.25,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb226,Birds,b226,Junco hyemalis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,2.25,2.25,Sightings,NA,NA,NA,2.25,2.25,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb235,Birds,b235,Regulus satrapa,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.9167,2.9167,Sightings,NA,NA,NA,0.9167,2.9167,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb235,Birds,b235,Regulus satrapa,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,2.9167,2.9167,Sightings,NA,NA,NA,2.9167,2.9167,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb231,Birds,b231,Perisoreus canadensis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,2,1.9167,Sightings,NA,NA,NA,2,1.9167,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb231,Birds,b231,Perisoreus canadensis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.9167,1.9167,Sightings,NA,NA,NA,1.9167,1.9167,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb181,Birds,b181,Catharus guttatus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.25,0.75,Sightings,NA,NA,NA,0.25,0.75,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb181,Birds,b181,Catharus guttatus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.75,0.75,Sightings,NA,NA,NA,0.75,0.75,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb276,Birds,b276,Empidonax minimus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,2.6667,4.5,Sightings,NA,NA,NA,2.6667,4.5,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb276,Birds,b276,Empidonax minimus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,4.5,4.5,Sightings,NA,NA,NA,4.5,4.5,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb228,Birds,b228,Melospiza lincolnii,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,1.25,0.0833,Sightings,NA,0.2887,NA,1.25,0.0833,NA,0.2887,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb228,Birds,b228,Melospiza lincolnii,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb239,Birds,b239,Setophaga magnolia,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.8333,3.0833,Sightings,NA,NA,NA,0.8333,3.0833,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb239,Birds,b239,Setophaga magnolia,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,3.0833,3.0833,Sightings,NA,NA,NA,3.0833,3.0833,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb274,Birds,b274,Colaptes auratus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.25,0.0833,Sightings,NA,0.2887,NA,0.25,0.0833,NA,0.2887,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb274,Birds,b274,Colaptes auratus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb229,Birds,b229,Parkesia novaeboracensis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.9167,Sightings,0.2887,NA,From data,0.0833,0.9167,0.2887,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb229,Birds,b229,Parkesia novaeboracensis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.9167,0.9167,Sightings,NA,NA,NA,0.9167,0.9167,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb143,Birds,b143,Seiurus aurocapillus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,2.5,8.3333,Sightings,NA,NA,NA,2.5,8.3333,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb143,Birds,b143,Seiurus aurocapillus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,8.3333,8.3333,Sightings,NA,NA,NA,8.3333,8.3333,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb300,Birds,b300,Vireo philadelphicus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.4167,0.0833,Sightings,NA,0.2887,NA,0.4167,0.0833,NA,0.2887,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb300,Birds,b300,Vireo philadelphicus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.0833,Sightings,0.2887,0.2887,From data,0.0833,0.0833,0.2887,0.2887,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb42,Birds,b42,Carduelis pinus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.1667,0.3333,Sightings,NA,NA,NA,0.1667,0.3333,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb42,Birds,b42,Carduelis pinus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.3333,0.3333,Sightings,NA,NA,NA,0.3333,0.3333,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb242,Birds,b242,Sitta canadensis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.25,0.4167,Sightings,NA,NA,NA,0.25,0.4167,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb242,Birds,b242,Sitta canadensis,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.4167,0.4167,Sightings,NA,NA,NA,0.4167,0.4167,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb299,Birds,b299,Vireo olivaceus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,2,5,Sightings,NA,NA,NA,2,5,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb299,Birds,b299,Vireo olivaceus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,5,5,Sightings,NA,NA,NA,5,5,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb285,Birds,b285,Pheucticus ludovicianus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.75,0.6667,Sightings,NA,NA,NA,0.75,0.6667,NA,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb285,Birds,b285,Pheucticus ludovicianus,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.6667,0.6667,Sightings,NA,NA,NA,0.6667,0.6667,NA,NA,425,275,125,425,275,125,Boreal forest,Pipeline,1,0,50m radius
Bayne et al. 2016,49b,49b,49bb234,Birds,b234,Regulus calendula,North-America,"USA, Canada",-117,57,500000,2002-2014,12,12,12,1,1,0.0833,0.9167,Sightings,0.2887,NA,From data,0.0833,0.9167,0.2887,NA,25,12.5,NA,425,275,125,Boreal forest,Pipeline,1,0,50m radius
